content,actual_label,actual_name,predicted_label,predicted_name,prob_normal,prob_smishing
나라망신이다. 돈있는 자들의 나라인가?,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
"Airbnb: Kenneth, '이미지가 전송됨'",2,피싱/스미싱 문자,1,일반 문자,0.7832894725698468,0.21671052743015376
정부관계자와 의원들이 제일문제,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
덴마크 정유라나 잡아라,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
먹을만큼 먹었지......... 나이를..,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
"엄마~ 바빠?
엄마 나 급한 일이 좀 생겨서…
지금 98만원만 입금해 줄 수 있어?+C6",2,피싱/스미싱 문자,1,일반 문자,0.991350418254101,0.008649581745897002
토요일은 세븐틴을 보며 신나게 놀아야지♡,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
김광규 유퉁ㅋㅋㅋㅋㅋ,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
사대강은 상상도 할수없는 쓰레기사업이다,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
잠꼬대하고있네,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
곰탕이유행을하게되고곰탕사건이터진건누군가곰탕운이슈해했다박대통령님진상을밝혀주세요,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
무능한애들만 자리앉이고. IMF때도 제들이 정당이였고.이명박3대강부터 이나라는 헬조선이된겨,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
황교안이 대통령이다 닭년아ㅉㅉ,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
아들2명 임창정하고 새엄마가 꼭 키워라!! ㅁ,1,일반 문자,2,피싱/스미싱 문자,0.3100649941685314,0.6899350058314678
먹는것도아니고 3+1 라면사서 업체실수로 스프하나빠져서 리콜한다는데 3개만 반품하면되냐?,1,일반 문자,2,피싱/스미싱 문자,0.01337707036652058,0.9866229296334799
쎄더넴세븐틴화이팅♡,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
아니 이걸 왜 안받아가요?사비쿱+깁티 즉시 지급돌발**+*+피자톡do****(신규),2,피싱/스미싱 문자,1,일반 문자,0.9891759461356613,0.010824053864336372
세금을 쓰레기만드는데 쏟아부었음,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
날 강도가 따로없네...,1,일반 문자,2,피싱/스미싱 문자,0.1707325883049074,0.8292674116950927
사지말고 명단공개하고 추방해라,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
포켓몬고하다가 북한놈들한테 당하느니 안하고말지,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
콩밥먹고 금수저가 어떤건지 다시 생각해라,1,일반 문자,2,피싱/스미싱 문자,0.43249580642773944,0.5675041935722601
김종덕 위증이네,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
지네 엄마처럼 역겹게 생겻네,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
"[복지로]
2012년 초중고
교육비지원신청
원클릭어플로 쉽게 하세요!
Taourl.es/gvS",2,피싱/스미싱 문자,1,일반 문자,0.755063404038889,0.24493659596111234
낡은 경유차 노답ㅡㅡ,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
"힘있고 돈많으면 굽실굽실, 힘없고 가난하면 으쓱으쓱",1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
썅둥이는 망부터가 쥩같이 느려???,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
장강훈이 기자면 똥파리도 새다.,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
저냥반이 정치할까봐 우려됨,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
생긴데로 논다,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
결혼생활까지 김치년만나서 고생하고싶냐,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
댓글을보니 빠순이빠순이 뭐라하지말고 본인이나 잘하세요,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
예전부터 얼굴보이면 채널돌렸음,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
볼보도 중국자동차 였지...,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
오 꽤모였는데 알바비좀 썼겠네^^,1,일반 문자,2,피싱/스미싱 문자,0.052167020339953706,0.9478329796600455
님들 고염식 저단백했어요,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
하는꼬라지가 미국을 몇년은 퇴보하게 만드는듯,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
환영합니다..,1,일반 문자,2,피싱/스미싱 문자,0.21749242837972813,0.7825075716202723
나한테 방법없다고 금액조정하거나 합의해서 받던지 하라고하고 노동청에서 해주는거 없음.,1,일반 문자,2,피싱/스미싱 문자,0.4567257317071949,0.5432742682928053
해산하고 세비도반으로 삭감하고 비례대표도 없애라,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
19일부터는 부터는 고삼과 N수생들도 함께 할 거에요.,1,일반 문자,2,피싱/스미싱 문자,0.2114935407112111,0.7885064592887905
연예인들 티브나와서 개인사운운하며 징징하는거 사청자들은 피곤해함..,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
****보험금 납부 위반 통지서http://oakdb.com재난지원금 사용 가능국외발신 주의Http://go*.co,2,피싱/스미싱 문자,1,일반 문자,0.9259124893453432,0.07408751065465814
불법정부 철회해야.,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
짱깨국이 쪽발이국 니뽄을 개작살내고 대마도만 우리에게 넘겨주면 남중국해소유권인정해줄께.둘이 붙이봐,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
작가가 미쳤나봐요,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
확실한건 역사책에 네이름은 기록될듯하다 희대의 정치악마,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
연아선수 회이팅 이구여!!,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
더러우니까... 혐오스러우니까,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
피쳐는정말 똥맛남,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
군납비리부터 겁나게비싸게사니,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
가로수whd**  com한국 **R일본 **R중앙 **R전경기 진행중!!,2,피싱/스미싱 문자,1,일반 문자,0.5073304244638607,0.4926695755361429
새만금을중국에영구임대했음좋겠다,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
약빨고도 안되서 편파까지 조진 형광나방.,1,일반 문자,2,피싱/스미싱 문자,0.4809175838749743,0.519082416125025
훈훈 합니다^^.굿,1,일반 문자,2,피싱/스미싱 문자,0.0925922337913634,0.9074077662086361
순실이한테 부탁해봐 면제될수도..,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
삼성하면 부도덕 아닝겨?,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
나라꼴이 이모양인데,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
꽁트안하냐 소개하다드립치는건 오래못간다,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
인간아 무죄가 아니라고ㅋ 기사다시천천히 필독ㅋ,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
기추니와 버엉우는 감옥에 꼭 집어 넣어야 혀,1,일반 문자,2,피싱/스미싱 문자,0.30725178503498296,0.6927482149650169
주딩이 내밀고 사진찍지마라,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
좌좀 좌좀 거리는 무좀 한마리가 기어들어왔네,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
똥물을 끼얹어도 시원찮을랸,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
미꾸라지를 소금에 담거 벗겨버리쇼!,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
생각이없나 윗대가리늘은,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
댓글부대 박정원 돈사모들 드글드글,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
왜저래. 영화인줄아나?,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
잘못을 알았다면 순순히 고백하시지,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
희대의 거품 김수현,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
전북현대한테 돈꿔달라고해.,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
미친것들 시바 욕티나와 거지같은것들,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
했던말 또하고 박지만이 살인한거덮ㅇ8ㄹ려고 쇼한다 꼭두각시년아,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
기상청을 민영화하세요,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
손석희도 잘못있으면 당연히조사받아야지,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
페이스북에 잘난부모둔게죄냐는 글올린 당당함은 언제그랫었냐는듯 전혀다른사람같은태도군,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
아줌마 헛소리 집어치우고 조사받아보시죠.....,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
어버이연합먼저 없애야죠,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
앵그리버드 덴마크에 이어 또한번망신당하겠네,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
윤길현 인성이 아닌데야구가 되겠니?,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
성근이가 털었으니 LG 탈락이다야~,1,일반 문자,2,피싱/스미싱 문자,0.431180233359905,0.568819766640095
탑 kt우세. 정글 미드 봇 스크우세,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
너님이 금메달 딴거랑 내인생이랑 상관이없어요,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
촞불이 혁명되기를기다리는물건이누군가아는분?,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
부작용일어나서디ㅈ ㅕ,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
G랄도 풍년이다,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
삼성내야진이 두산백업보다 못하냐?,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
다깡딸같으니. 콩으로 메주를 쑨다고해도 당신의 신뢰는 지하암반수밑이요,1,일반 문자,2,피싱/스미싱 문자,0.42141589686397296,0.5785841031360274
버스안에서 오지게처맞겟네,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
헬조선에서 몽구어떻게이기냐,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
타고싶은거 타면되지 말이많노,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
의도치 않게 최고 ㅋㅋㅋ갓갓,1,일반 문자,2,피싱/스미싱 문자,0.38181965051762345,0.6181803494823757
안드로이드업뎃안되면서 유도하네... 웃긴다.,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
썩은내나는사랑하길,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
"박원숭: ""기다려달라"" 2017.01.22",1,일반 문자,2,피싱/스미싱 문자,0.08907788740740949,0.9109221125925907
지애비한테 배운것 그대로군,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
과거의 일들로 자꾸만 남자친구를 의심하게 됩니다,1,일반 문자,2,피싱/스미싱 문자,0.2578456654909566,0.7421543345090441
환자한테설명할때어려운의학용어 사용하지말고쉽게설명하라고분명히배울텐데ㅎㅎ,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
짜맞추기 들어갑니다,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
요즘따라폭우가심하네요,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
축하한다,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
손석희를 특검하라구속수사하라,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
음식으로 장난치지마라,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
승마하는데 화장을 저렇게까지,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
변태의 친구는 변태라더니...,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
더 이상 세계무대에 창피할게 뭐있나.,1,일반 문자,2,피싱/스미싱 문자,0.44632906745761325,0.5536709325423882
게임이 모라고..ㅋㅋ미치겟다ㅋㅋ다쳣는데 다쳣다고말하기도 쪽ㅍ린사건이고만,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
동성애..간통..성매매..혼전동거..문란한나라망할징조다..위에서부터 정신차려라,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
갖다 버러라~~~~~,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
정부 대응은 졸 안이하다 입니다,1,일반 문자,2,피싱/스미싱 문자,0.22241433706290742,0.7775856629370922
1인자가될수없는이유,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
김재현담당자입니다. 일전에신청하신대출 승인나오셨는데 부재중이네요ㅜ카톡sbsbjh,2,피싱/스미싱 문자,1,일반 문자,0.7254485861655238,0.27455141383447484
"엄마 나폰 고장나서
센터에 맡겼어
안심번호로
문자하는거야
통화안되니까
문자확인하면 답장해줘

그럼

폰떨어뜨려서
액정나갓어
센터에서 지금
온라인으로 신청하면
보험처리가능하대

지금 신청해야되는데
내 폰은 고장이라
본인인증이안돼 엄마",2,피싱/스미싱 문자,1,일반 문자,0.9151997168377884,0.08480028316221214
누가이미 청문회전에 얼굴을 눌럿나 ??,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
화물차 사이에 끼면 죽을 목숨인데 허껍데기 소령차 타긋냐.,1,일반 문자,2,피싱/스미싱 문자,0.4809175838749743,0.519082416125025
역시짱깨클라스는달라~이쉐키도사형시켜라,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
유럽대륙큰시장을 우습게 보다니.,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
경주는 저주받았습니다,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
내일이 큰 남자그는 '뉴헤븐'을 씁니다★첫충★**+***+****+*****+**nh⑤**.com뉴헤븐카지노,2,피싱/스미싱 문자,1,일반 문자,0.7943736330145603,0.20562636698544892
스포좀 그만하라고 기레기들아,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
고고한척하는 상등신,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
창정이 형님 우선 싸질러놓고 생각하시네ㅋㅋㅋㅋㅋ,1,일반 문자,2,피싱/스미싱 문자,0.23437423369261454,0.7656257663073841
대기리에 똥만가득찻어 무슨생각으로사는지 한심스럽다,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
이래놓고 요금 슬쩍 올리고 누진제도 계속하고 그럴꺼지,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
어깨 아작난 흡연돼지가 무슨5선발?,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
일본만주군중위 다카끼마사오,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
이나쁜년아 악마야,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
과대망상증 환자. .,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
작뱅은 해도해도 너무한다,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
범죄자에게 인권은 사치다.,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
투표가 쑈입니까??? 받아들이기 힘드네요 내용,1,일반 문자,2,피싱/스미싱 문자,0.13375868275754324,0.8662413172424568
당하긴 뭘당해.....뒷돈 받은거지,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
죽어서도 편치마라,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
누구에게 비아그라른 처먹였을까알고있는 일본기자 글막고 고소하구 으그,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
승부처 남발 감독ㅋ,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
엠시몽도 버젓이 활동하고잇는데 유승준이면양반이지,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
아니뭐라는겨 너무길어서 읽기조차 겁남,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
"언니야

바뻐 ?

ㅇㅇ

지금 바뻐 ?

다름이 아니라 나부탁 좀 하자 ?

급히 송금해야 할곳 잇는데 공인인증때문에 대신송금좀 해주면 안될까 ?

업데이트 뜨는데 안되가지고

부탁 좀 하자

안될까 ?

280만

일때문에 쓰는거라

그럼 얼마 정도 되 ?

??

부탁 좀 하자

95만 은 가능 할까 ?

모르게 하는거라

톡으로 말하기는 좀 그러니깐 있다 일다보고 통화 하자

어떻게  95만 안될까 ?",2,피싱/스미싱 문자,1,일반 문자,1.0,9.008858209285057e-22
현재 2타수무 정상아님.,1,일반 문자,2,피싱/스미싱 문자,0.42244228706367,0.5775577129363301
이돼지는 고문해야돼,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
그럼아베부터어떻게좀,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
arpl저분 최소 여성차별주의.여자옷이 더 비싸든데,1,일반 문자,2,피싱/스미싱 문자,0.4912478202789577,0.508752179721041
"응 나 뭐하나 부탁해도 돼?

지금 편의점가서 구글기프트카드
20만권 3장 사줄수있어?

수수료 벌려고 그래",2,피싱/스미싱 문자,1,일반 문자,0.9939332832469542,0.0060667167530423
저사람조심하세요ㅡㅡ,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
주찬이형 어디다가져다놔도 수비는 기본이상해주는선수니까..,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
슬픈 사랑.. 대사에 걸맞는 완벽한 결말이네,1,일반 문자,2,피싱/스미싱 문자,0.3542576837587185,0.6457423162412814
"[Web발신]
아 빠 나지금폰 액정나가서 01038696520 이번호로 톡/추가 하고 탑줘 통화안되

폰 떨어뜨려서 액정이 나가서 인터넷 문자싸이트로 인증한 1회용 pc톡이야 부탁할거있는데 시간되?

아빠 지금 시간되면 잠깐 편의점 다녀올수있어?

아무 편의점가서 구글기프트카드30만원어치 구매해줘.구매후 개봉하고 카드뒷면에 라벨 긁으면 나오는 코드번호 여기로보내줘 혹시누가 사용하는지 물어보면 아빠가 사용한다고하면 돼 부탁할게 글구 편의점 알바들 그코드번호를 엿보고 도용하는 경우도 있었다니까 구매하고 편의점에서 나와서 보내줘.

급한거라 좀만 빨리 부탁할께.

아랐어.아빠.최대한 빨리 부탁할게

구매후 편의점 나와서 보내줘. 구매후 개봉하면 카드나와 , 그카드 뒷면 은색으로 되는 부분 부드럽게 긁으면 코드번호나와 그걸 여기로 보내줘도되.아니면 사진찍어서 보내줘도되.

아랐어.아빠. 고마워

아빠.ㅠㅠㅠ

구글 기프트카드 필요해서 그래 ㅠㅠ",2,피싱/스미싱 문자,1,일반 문자,0.9999995919943367,4.0800566784867144e-07
